video_file,class_id,class_name,start_second,end_second,start_time,end_time,rows,duration_seconds
20241018234153.mp4,0,Reverse empty harvesting,1314,1328,2024-10-19 08:03:49,2024-10-19 08:04:03,15,15
20241018234153.mp4,1,Straight empty harvesting,1329,1330,2024-10-19 08:04:04,2024-10-19 08:04:05,2,2
20241018234153.mp4,3,Full-load harvesting,1331,1371,2024-10-19 08:04:06,2024-10-19 08:04:46,41,41
20241018234153.mp4,2,Turning empty harvesting,1372,1374,2024-10-19 08:04:47,2024-10-19 08:04:49,3,3
20241018234153.mp4,0,Reverse empty harvesting,1375,1382,2024-10-19 08:04:50,2024-10-19 08:04:57,8,8
20241018234153.mp4,2,Turning empty harvesting,1383,1387,2024-10-19 08:04:58,2024-10-19 08:05:02,5,5
20241018234153.mp4,0,Reverse empty harvesting,1388,1394,2024-10-19 08:05:03,2024-10-19 08:05:09,7,7
20241018234153.mp4,1,Straight empty harvesting,1395,1395,2024-10-19 08:05:10,2024-10-19 08:05:10,1,1
20241018234153.mp4,3,Full-load harvesting,1396,1403,2024-10-19 08:05:11,2024-10-19 08:05:18,8,8
20241018234153.mp4,0,Reverse empty harvesting,1404,1414,2024-10-19 08:05:19,2024-10-19 08:05:29,11,11
20241018234153.mp4,1,Straight empty harvesting,1415,1415,2024-10-19 08:05:30,2024-10-19 08:05:30,1,1
20241018234153.mp4,3,Full-load harvesting,1416,1424,2024-10-19 08:05:31,2024-10-19 08:05:39,9,9
20241018234153.mp4,0,Reverse empty harvesting,1425,1437,2024-10-19 08:05:40,2024-10-19 08:05:52,13,13
20241018234153.mp4,1,Straight empty harvesting,1438,1438,2024-10-19 08:05:53,2024-10-19 08:05:53,1,1
20241018234153.mp4,3,Full-load harvesting,1439,1448,2024-10-19 08:05:54,2024-10-19 08:06:03,10,10
20241018234153.mp4,0,Reverse empty harvesting,1449,1456,2024-10-19 08:06:04,2024-10-19 08:06:11,8,8
20241018234153.mp4,1,Straight empty harvesting,1457,1458,2024-10-19 08:06:12,2024-10-19 08:06:13,2,2
20241018234153.mp4,3,Full-load harvesting,1459,1481,2024-10-19 08:06:14,2024-10-19 08:06:36,23,23
20241018234153.mp4,0,Reverse empty harvesting,1482,1485,2024-10-19 08:06:37,2024-10-19 08:06:40,4,4
20241018234153.mp4,1,Straight empty harvesting,1486,1487,2024-10-19 08:06:41,2024-10-19 08:06:42,2,2
20241018234153.mp4,3,Full-load harvesting,1488,1499,2024-10-19 08:06:43,2024-10-19 08:06:54,12,12
20241018234153.mp4,0,Reverse empty harvesting,1500,1510,2024-10-19 08:06:55,2024-10-19 08:07:05,11,11
20241018234153.mp4,1,Straight empty harvesting,1511,1512,2024-10-19 08:07:06,2024-10-19 08:07:07,2,2
20241018234153.mp4,3,Full-load harvesting,1513,1519,2024-10-19 08:07:08,2024-10-19 08:07:14,7,7
20241018234153.mp4,0,Reverse empty harvesting,1520,1524,2024-10-19 08:07:15,2024-10-19 08:07:19,5,5
20241018234153.mp4,1,Straight empty harvesting,1525,1526,2024-10-19 08:07:20,2024-10-19 08:07:21,2,2
20241018234153.mp4,3,Full-load harvesting,1527,1532,2024-10-19 08:07:22,2024-10-19 08:07:27,6,6
20241018234153.mp4,0,Reverse empty harvesting,1533,1537,2024-10-19 08:07:28,2024-10-19 08:07:32,5,5
20241018234153.mp4,1,Straight empty harvesting,1538,1539,2024-10-19 08:07:33,2024-10-19 08:07:34,2,2
20241018234153.mp4,3,Full-load harvesting,1540,1553,2024-10-19 08:07:35,2024-10-19 08:07:48,14,14
20241018234153.mp4,0,Reverse empty harvesting,1554,1562,2024-10-19 08:07:49,2024-10-19 08:07:57,9,9
20241018234153.mp4,1,Straight empty harvesting,1563,1564,2024-10-19 08:07:58,2024-10-19 08:07:59,2,2
20241018234153.mp4,3,Full-load harvesting,1565,1579,2024-10-19 08:08:00,2024-10-19 08:08:14,15,15
20241018234153.mp4,0,Reverse empty harvesting,1580,1582,2024-10-19 08:08:15,2024-10-19 08:08:17,3,3
20241018234153.mp4,2,Turning empty harvesting,1583,1584,2024-10-19 08:08:18,2024-10-19 08:08:19,2,2
20241018234153.mp4,3,Full-load harvesting,1585,1605,2024-10-19 08:08:20,2024-10-19 08:08:40,21,21
20241018234153.mp4,0,Reverse empty harvesting,1606,1617,2024-10-19 08:08:41,2024-10-19 08:08:52,12,12
20241018234153.mp4,1,Straight empty harvesting,1618,1619,2024-10-19 08:08:53,2024-10-19 08:08:54,2,2
20241018234153.mp4,3,Full-load harvesting,1620,1633,2024-10-19 08:08:55,2024-10-19 08:09:08,14,14
20241018234153.mp4,0,Reverse empty harvesting,1634,1641,2024-10-19 08:09:09,2024-10-19 08:09:16,8,8
20241018234153.mp4,1,Straight empty harvesting,1642,1643,2024-10-19 08:09:17,2024-10-19 08:09:18,2,2
20241018234153.mp4,3,Full-load harvesting,1644,1653,2024-10-19 08:09:19,2024-10-19 08:09:28,10,10
20241018234153.mp4,0,Reverse empty harvesting,1654,1661,2024-10-19 08:09:29,2024-10-19 08:09:36,8,8
20241018234153.mp4,1,Straight empty harvesting,1662,1665,2024-10-19 08:09:37,2024-10-19 08:09:40,4,4
20241018234153.mp4,3,Full-load harvesting,1666,1667,2024-10-19 08:09:41,2024-10-19 08:09:42,2,2
20241018234153.mp4,2,Turning empty harvesting,1668,1675,2024-10-19 08:09:43,2024-10-19 08:09:50,8,8
20241018234153.mp4,0,Reverse empty harvesting,1676,1683,2024-10-19 08:09:51,2024-10-19 08:09:58,8,8
20241018234153.mp4,1,Straight empty harvesting,1684,1687,2024-10-19 08:09:59,2024-10-19 08:10:02,4,4
20241018234153.mp4,3,Full-load harvesting,1688,1696,2024-10-19 08:10:03,2024-10-19 08:10:11,9,9
20241018234153.mp4,0,Reverse empty harvesting,1697,1705,2024-10-19 08:10:12,2024-10-19 08:10:20,9,9
20241018234153.mp4,1,Straight empty harvesting,1706,1709,2024-10-19 08:10:21,2024-10-19 08:10:24,4,4
20241018234153.mp4,3,Full-load harvesting,1710,1737,2024-10-19 08:10:25,2024-10-19 08:10:52,28,28
20241018234153.mp4,2,Turning empty harvesting,1738,1739,2024-10-19 08:10:53,2024-10-19 08:10:54,2,2
20241018234153.mp4,3,Full-load harvesting,1740,1742,2024-10-19 08:10:55,2024-10-19 08:10:57,3,3
20241018234153.mp4,0,Reverse empty harvesting,1743,1747,2024-10-19 08:10:58,2024-10-19 08:11:02,5,5
20241018234153.mp4,2,Turning empty harvesting,1748,1751,2024-10-19 08:11:03,2024-10-19 08:11:06,4,4
20241018234153.mp4,0,Reverse empty harvesting,1752,1753,2024-10-19 08:11:07,2024-10-19 08:11:08,2,2
20241018234153.mp4,1,Straight empty harvesting,1754,1756,2024-10-19 08:11:09,2024-10-19 08:11:11,3,3
20241018234153.mp4,3,Full-load harvesting,1757,1779,2024-10-19 08:11:12,2024-10-19 08:11:34,23,23
20241018234153.mp4,1,Straight empty harvesting,1780,1781,2024-10-19 08:11:35,2024-10-19 08:11:36,2,2
20241018234153.mp4,0,Reverse empty harvesting,1782,1784,2024-10-19 08:11:37,2024-10-19 08:11:39,3,3
20241019001153.mp4,3,Full-load harvesting,21,23,2024-10-19 08:12:16,2024-10-19 08:12:18,3,3
20241019001153.mp4,0,Reverse empty harvesting,24,30,2024-10-19 08:12:19,2024-10-19 08:12:25,7,7
20241019001153.mp4,1,Straight empty harvesting,31,32,2024-10-19 08:12:26,2024-10-19 08:12:27,2,2
20241019001153.mp4,3,Full-load harvesting,33,38,2024-10-19 08:12:28,2024-10-19 08:12:33,6,6
20241019001153.mp4,2,Turning empty harvesting,39,42,2024-10-19 08:12:34,2024-10-19 08:12:37,4,4
20241019001153.mp4,0,Reverse empty harvesting,43,48,2024-10-19 08:12:38,2024-10-19 08:12:43,6,6
20241019001153.mp4,1,Straight empty harvesting,49,49,2024-10-19 08:12:44,2024-10-19 08:12:44,1,1
20241019001153.mp4,3,Full-load harvesting,50,70,2024-10-19 08:12:45,2024-10-19 08:13:05,21,21
20241019001153.mp4,1,Straight empty harvesting,71,81,2024-10-19 08:13:06,2024-10-19 08:13:16,11,11
20241019001153.mp4,5,Straight transfer,82,91,2024-10-19 08:13:17,2024-10-19 08:13:26,10,10
20241019001153.mp4,9,Unloading,92,120,2024-10-19 08:13:27,2024-10-19 08:13:55,29,29
20241019001153.mp4,4,Reverse transfer,121,139,2024-10-19 08:13:56,2024-10-19 08:14:14,19,19
20241019001153.mp4,6,Turning transfer,140,141,2024-10-19 08:14:15,2024-10-19 08:14:16,2,2
20241019001153.mp4,2,Turning empty harvesting,142,146,2024-10-19 08:14:17,2024-10-19 08:14:21,5,5
20241019001153.mp4,3,Full-load harvesting,147,169,2024-10-19 08:14:22,2024-10-19 08:14:44,23,23
20241019001153.mp4,2,Turning empty harvesting,170,174,2024-10-19 08:14:45,2024-10-19 08:14:49,5,5
20241019001153.mp4,0,Reverse empty harvesting,175,180,2024-10-19 08:14:50,2024-10-19 08:14:55,6,6
20241019001153.mp4,1,Straight empty harvesting,181,182,2024-10-19 08:14:56,2024-10-19 08:14:57,2,2
20241019001153.mp4,3,Full-load harvesting,183,206,2024-10-19 08:14:58,2024-10-19 08:15:21,24,24
20241019001153.mp4,2,Turning empty harvesting,207,211,2024-10-19 08:15:22,2024-10-19 08:15:26,5,5
20241019001153.mp4,0,Reverse empty harvesting,212,216,2024-10-19 08:15:27,2024-10-19 08:15:31,5,5
20241019001153.mp4,1,Straight empty harvesting,217,218,2024-10-19 08:15:32,2024-10-19 08:15:33,2,2
20241019001153.mp4,3,Full-load harvesting,219,236,2024-10-19 08:15:34,2024-10-19 08:15:51,18,18
20241019001153.mp4,2,Turning empty harvesting,237,248,2024-10-19 08:15:52,2024-10-19 08:16:03,12,12
20241019001153.mp4,3,Full-load harvesting,249,261,2024-10-19 08:16:04,2024-10-19 08:16:16,13,13
20241019001153.mp4,2,Turning empty harvesting,262,264,2024-10-19 08:16:17,2024-10-19 08:16:19,3,3
20241019001153.mp4,0,Reverse empty harvesting,265,275,2024-10-19 08:16:20,2024-10-19 08:16:30,11,11
20241019001153.mp4,1,Straight empty harvesting,276,277,2024-10-19 08:16:31,2024-10-19 08:16:32,2,2
20241019001153.mp4,3,Full-load harvesting,278,284,2024-10-19 08:16:33,2024-10-19 08:16:39,7,7
20241019001153.mp4,2,Turning empty harvesting,285,288,2024-10-19 08:16:40,2024-10-19 08:16:43,4,4
20241019001153.mp4,0,Reverse empty harvesting,289,293,2024-10-19 08:16:44,2024-10-19 08:16:48,5,5
20241019001153.mp4,1,Straight empty harvesting,294,295,2024-10-19 08:16:49,2024-10-19 08:16:50,2,2
20241019001153.mp4,3,Full-load harvesting,296,320,2024-10-19 08:16:51,2024-10-19 08:17:15,25,25
20241019001153.mp4,2,Turning empty harvesting,321,324,2024-10-19 08:17:16,2024-10-19 08:17:19,4,4
20241019001153.mp4,0,Reverse empty harvesting,325,331,2024-10-19 08:17:20,2024-10-19 08:17:26,7,7
20241019001153.mp4,1,Straight empty harvesting,332,333,2024-10-19 08:17:27,2024-10-19 08:17:28,2,2
20241019001153.mp4,3,Full-load harvesting,334,355,2024-10-19 08:17:29,2024-10-19 08:17:50,22,22
20241019001153.mp4,2,Turning empty harvesting,357,358,2024-10-19 08:17:52,2024-10-19 08:17:53,2,2
20241019001153.mp4,0,Reverse empty harvesting,359,363,2024-10-19 08:17:54,2024-10-19 08:17:58,5,5
20241019001153.mp4,1,Straight empty harvesting,364,365,2024-10-19 08:17:59,2024-10-19 08:18:00,2,2
20241019001153.mp4,3,Full-load harvesting,366,383,2024-10-19 08:18:01,2024-10-19 08:18:18,18,18
20241019001153.mp4,2,Turning empty harvesting,384,388,2024-10-19 08:18:19,2024-10-19 08:18:23,5,5
20241019001153.mp4,0,Reverse empty harvesting,389,391,2024-10-19 08:18:24,2024-10-19 08:18:26,3,3
20241019001153.mp4,2,Turning empty harvesting,392,393,2024-10-19 08:18:27,2024-10-19 08:18:28,2,2
20241019001153.mp4,3,Full-load harvesting,394,408,2024-10-19 08:18:29,2024-10-19 08:18:43,15,15
20241019001153.mp4,2,Turning empty harvesting,409,411,2024-10-19 08:18:44,2024-10-19 08:18:46,3,3
20241019001153.mp4,0,Reverse empty harvesting,412,416,2024-10-19 08:18:47,2024-10-19 08:18:51,5,5
20241019001153.mp4,1,Straight empty harvesting,417,418,2024-10-19 08:18:52,2024-10-19 08:18:53,2,2
20241019001153.mp4,3,Full-load harvesting,419,440,2024-10-19 08:18:54,2024-10-19 08:19:15,22,22
20241019001153.mp4,2,Turning empty harvesting,441,445,2024-10-19 08:19:16,2024-10-19 08:19:20,5,5
20241019001153.mp4,0,Reverse empty harvesting,446,450,2024-10-19 08:19:21,2024-10-19 08:19:25,5,5
20241019001153.mp4,1,Straight empty harvesting,451,453,2024-10-19 08:19:26,2024-10-19 08:19:28,3,3
20241019001153.mp4,3,Full-load harvesting,454,471,2024-10-19 08:19:29,2024-10-19 08:19:46,18,18
20241019001153.mp4,2,Turning empty harvesting,472,479,2024-10-19 08:19:47,2024-10-19 08:19:54,8,8
20241019001153.mp4,1,Straight empty harvesting,480,483,2024-10-19 08:19:55,2024-10-19 08:19:58,4,4
20241019001153.mp4,2,Turning empty harvesting,484,489,2024-10-19 08:19:59,2024-10-19 08:20:04,6,6
20241019001153.mp4,3,Full-load harvesting,490,504,2024-10-19 08:20:05,2024-10-19 08:20:19,15,15
20241019001153.mp4,1,Straight empty harvesting,505,510,2024-10-19 08:20:20,2024-10-19 08:20:25,6,6
20241019001153.mp4,2,Turning empty harvesting,511,515,2024-10-19 08:20:26,2024-10-19 08:20:30,5,5
20241019001153.mp4,0,Reverse empty harvesting,516,523,2024-10-19 08:20:31,2024-10-19 08:20:38,8,8
20241019001153.mp4,5,Straight transfer,524,526,2024-10-19 08:20:39,2024-10-19 08:20:41,3,3
20241019001153.mp4,9,Unloading,527,564,2024-10-19 08:20:42,2024-10-19 08:21:19,38,38
20241019001153.mp4,5,Straight transfer,565,576,2024-10-19 08:21:20,2024-10-19 08:21:31,12,12
20241019001153.mp4,4,Reverse transfer,577,578,2024-10-19 08:21:32,2024-10-19 08:21:33,2,2
20241019001153.mp4,0,Reverse empty harvesting,579,581,2024-10-19 08:21:34,2024-10-19 08:21:36,3,3
20241019001153.mp4,1,Straight empty harvesting,582,584,2024-10-19 08:21:37,2024-10-19 08:21:39,3,3
20241019001153.mp4,3,Full-load harvesting,585,587,2024-10-19 08:21:40,2024-10-19 08:21:42,3,3
20241019001153.mp4,0,Reverse empty harvesting,588,594,2024-10-19 08:21:43,2024-10-19 08:21:49,7,7
20241019001153.mp4,1,Straight empty harvesting,595,596,2024-10-19 08:21:50,2024-10-19 08:21:51,2,2
20241019001153.mp4,3,Full-load harvesting,597,599,2024-10-19 08:21:52,2024-10-19 08:21:54,3,3
20241019001153.mp4,0,Reverse empty harvesting,600,605,2024-10-19 08:21:55,2024-10-19 08:22:00,6,6
20241019001153.mp4,1,Straight empty harvesting,606,607,2024-10-19 08:22:01,2024-10-19 08:22:02,2,2
20241019001153.mp4,3,Full-load harvesting,608,610,2024-10-19 08:22:03,2024-10-19 08:22:05,3,3
20241019001153.mp4,0,Reverse empty harvesting,611,615,2024-10-19 08:22:06,2024-10-19 08:22:10,5,5
20241019001153.mp4,2,Turning empty harvesting,616,629,2024-10-19 08:22:11,2024-10-19 08:22:24,14,14
20241019001153.mp4,0,Reverse empty harvesting,630,634,2024-10-19 08:22:25,2024-10-19 08:22:29,5,5
20241019001153.mp4,1,Straight empty harvesting,635,636,2024-10-19 08:22:30,2024-10-19 08:22:31,2,2
20241019001153.mp4,3,Full-load harvesting,637,653,2024-10-19 08:22:32,2024-10-19 08:22:48,17,17
20241019001153.mp4,2,Turning empty harvesting,654,659,2024-10-19 08:22:49,2024-10-19 08:22:54,6,6
20241019001153.mp4,0,Reverse empty harvesting,660,664,2024-10-19 08:22:55,2024-10-19 08:22:59,5,5
20241019001153.mp4,2,Turning empty harvesting,665,667,2024-10-19 08:23:00,2024-10-19 08:23:02,3,3
20241019001153.mp4,3,Full-load harvesting,668,684,2024-10-19 08:23:03,2024-10-19 08:23:19,17,17
20241019001153.mp4,2,Turning empty harvesting,685,692,2024-10-19 08:23:20,2024-10-19 08:23:27,8,8
20241019001153.mp4,0,Reverse empty harvesting,693,697,2024-10-19 08:23:28,2024-10-19 08:23:32,5,5
20241019001153.mp4,2,Turning empty harvesting,698,701,2024-10-19 08:23:33,2024-10-19 08:23:36,4,4
20241019001153.mp4,3,Full-load harvesting,702,717,2024-10-19 08:23:37,2024-10-19 08:23:52,16,16
20241019001153.mp4,2,Turning empty harvesting,718,722,2024-10-19 08:23:53,2024-10-19 08:23:57,5,5
20241019001153.mp4,0,Reverse empty harvesting,723,727,2024-10-19 08:23:58,2024-10-19 08:24:02,5,5
20241019001153.mp4,2,Turning empty harvesting,728,730,2024-10-19 08:24:03,2024-10-19 08:24:05,3,3
20241019001153.mp4,3,Full-load harvesting,731,746,2024-10-19 08:24:06,2024-10-19 08:24:21,16,16
20241019001153.mp4,2,Turning empty harvesting,747,753,2024-10-19 08:24:22,2024-10-19 08:24:28,7,7
20241019001153.mp4,0,Reverse empty harvesting,754,759,2024-10-19 08:24:29,2024-10-19 08:24:34,6,6
20241019001153.mp4,2,Turning empty harvesting,760,762,2024-10-19 08:24:35,2024-10-19 08:24:37,3,3
20241019001153.mp4,3,Full-load harvesting,763,777,2024-10-19 08:24:38,2024-10-19 08:24:52,15,15
20241019001153.mp4,2,Turning empty harvesting,778,784,2024-10-19 08:24:53,2024-10-19 08:24:59,7,7
20241019001153.mp4,0,Reverse empty harvesting,785,789,2024-10-19 08:25:00,2024-10-19 08:25:04,5,5
20241019001153.mp4,2,Turning empty harvesting,790,792,2024-10-19 08:25:05,2024-10-19 08:25:07,3,3
20241019001153.mp4,3,Full-load harvesting,793,806,2024-10-19 08:25:08,2024-10-19 08:25:21,14,14
20241019001153.mp4,2,Turning empty harvesting,807,813,2024-10-19 08:25:22,2024-10-19 08:25:28,7,7
20241019001153.mp4,0,Reverse empty harvesting,814,818,2024-10-19 08:25:29,2024-10-19 08:25:33,5,5
20241019001153.mp4,2,Turning empty harvesting,819,822,2024-10-19 08:25:34,2024-10-19 08:25:37,4,4
20241019001153.mp4,3,Full-load harvesting,823,836,2024-10-19 08:25:38,2024-10-19 08:25:51,14,14
20241019001153.mp4,2,Turning empty harvesting,837,842,2024-10-19 08:25:52,2024-10-19 08:25:57,6,6
20241019001153.mp4,0,Reverse empty harvesting,843,843,2024-10-19 08:25:58,2024-10-19 08:25:58,1,1
20241019001153.mp4,0,Reverse empty harvesting,845,847,2024-10-19 08:26:00,2024-10-19 08:26:02,3,3
20241019001153.mp4,2,Turning empty harvesting,848,850,2024-10-19 08:26:03,2024-10-19 08:26:05,3,3
20241019001153.mp4,3,Full-load harvesting,851,865,2024-10-19 08:26:06,2024-10-19 08:26:20,15,15
20241019001153.mp4,2,Turning empty harvesting,866,872,2024-10-19 08:26:21,2024-10-19 08:26:27,7,7
20241019001153.mp4,0,Reverse empty harvesting,873,877,2024-10-19 08:26:28,2024-10-19 08:26:32,5,5
20241019001153.mp4,2,Turning empty harvesting,878,881,2024-10-19 08:26:33,2024-10-19 08:26:36,4,4
20241019001153.mp4,3,Full-load harvesting,882,894,2024-10-19 08:26:37,2024-10-19 08:26:49,13,13
20241019001153.mp4,2,Turning empty harvesting,895,899,2024-10-19 08:26:50,2024-10-19 08:26:54,5,5
20241019001153.mp4,0,Reverse empty harvesting,901,906,2024-10-19 08:26:56,2024-10-19 08:27:01,6,6
20241019001153.mp4,2,Turning empty harvesting,907,908,2024-10-19 08:27:02,2024-10-19 08:27:03,2,2
20241019001153.mp4,3,Full-load harvesting,909,923,2024-10-19 08:27:04,2024-10-19 08:27:18,15,15
20241019001153.mp4,2,Turning empty harvesting,924,930,2024-10-19 08:27:19,2024-10-19 08:27:25,7,7
20241019001153.mp4,0,Reverse empty harvesting,931,935,2024-10-19 08:27:26,2024-10-19 08:27:30,5,5
20241019001153.mp4,2,Turning empty harvesting,936,939,2024-10-19 08:27:31,2024-10-19 08:27:34,4,4
20241019001153.mp4,3,Full-load harvesting,940,952,2024-10-19 08:27:35,2024-10-19 08:27:47,13,13
20241019001153.mp4,2,Turning empty harvesting,953,958,2024-10-19 08:27:48,2024-10-19 08:27:53,6,6
20241019001153.mp4,0,Reverse empty harvesting,959,964,2024-10-19 08:27:54,2024-10-19 08:27:59,6,6
20241019001153.mp4,2,Turning empty harvesting,965,968,2024-10-19 08:28:00,2024-10-19 08:28:03,4,4
20241019001153.mp4,3,Full-load harvesting,969,982,2024-10-19 08:28:04,2024-10-19 08:28:17,14,14
20241019001153.mp4,2,Turning empty harvesting,983,988,2024-10-19 08:28:18,2024-10-19 08:28:23,6,6
20241019001153.mp4,0,Reverse empty harvesting,989,995,2024-10-19 08:28:24,2024-10-19 08:28:30,7,7
20241019001153.mp4,2,Turning empty harvesting,997,998,2024-10-19 08:28:32,2024-10-19 08:28:33,2,2
20241019001153.mp4,3,Full-load harvesting,999,1011,2024-10-19 08:28:34,2024-10-19 08:28:46,13,13
20241019001153.mp4,2,Turning empty harvesting,1012,1015,2024-10-19 08:28:47,2024-10-19 08:28:50,4,4
20241019001153.mp4,0,Reverse empty harvesting,1016,1020,2024-10-19 08:28:51,2024-10-19 08:28:55,5,5
20241019001153.mp4,2,Turning empty harvesting,1021,1027,2024-10-19 08:28:56,2024-10-19 08:29:02,7,7
20241019001153.mp4,1,Straight empty harvesting,1028,1029,2024-10-19 08:29:03,2024-10-19 08:29:04,2,2
20241019001153.mp4,5,Straight transfer,1030,1033,2024-10-19 08:29:05,2024-10-19 08:29:08,4,4
20241019001153.mp4,6,Turning transfer,1034,1049,2024-10-19 08:29:09,2024-10-19 08:29:24,16,16
20241019001153.mp4,9,Unloading,1050,1079,2024-10-19 08:29:25,2024-10-19 08:29:54,30,30
20241019001153.mp4,4,Reverse transfer,1080,1087,2024-10-19 08:29:55,2024-10-19 08:30:02,8,8
20241019001153.mp4,8,Idling waiting,1088,1092,2024-10-19 08:30:03,2024-10-19 08:30:07,5,5
20241019001153.mp4,4,Reverse transfer,1093,1100,2024-10-19 08:30:08,2024-10-19 08:30:15,8,8
20241019001153.mp4,5,Straight transfer,1101,1109,2024-10-19 08:30:16,2024-10-19 08:30:24,9,9
20241019001153.mp4,6,Turning transfer,1110,1114,2024-10-19 08:30:25,2024-10-19 08:30:29,5,5
20241019001153.mp4,5,Straight transfer,1115,1155,2024-10-19 08:30:30,2024-10-19 08:31:10,41,41
20241019001153.mp4,10,Road driving,1156,1167,2024-10-19 08:31:11,2024-10-19 08:31:22,12,12
20241019001153.mp4,10,Road driving,1169,1194,2024-10-19 08:31:24,2024-10-19 08:31:49,26,26
20241019001153.mp4,8,Idling waiting,1195,1204,2024-10-19 08:31:50,2024-10-19 08:31:59,10,10
20241019001153.mp4,7,Engine-off waiting,1205,1285,2024-10-19 08:32:00,2024-10-19 08:33:20,81,81
20241019001153.mp4,8,Idling waiting,1286,1292,2024-10-19 08:33:21,2024-10-19 08:33:27,7,7
20241019001153.mp4,10,Road driving,1293,1332,2024-10-19 08:33:28,2024-10-19 08:34:07,40,40
20241019001153.mp4,5,Straight transfer,1541,1556,2024-10-19 08:37:36,2024-10-19 08:37:51,16,16
20241019001153.mp4,6,Turning transfer,1557,1566,2024-10-19 08:37:52,2024-10-19 08:38:01,10,10
20241019001153.mp4,5,Straight transfer,1567,1582,2024-10-19 08:38:02,2024-10-19 08:38:17,16,16
20241019001153.mp4,8,Idling waiting,1583,1596,2024-10-19 08:38:18,2024-10-19 08:38:31,14,14
20241019001153.mp4,1,Straight empty harvesting,1597,1601,2024-10-19 08:38:32,2024-10-19 08:38:36,5,5
20241019001153.mp4,3,Full-load harvesting,1602,1611,2024-10-19 08:38:37,2024-10-19 08:38:46,10,10
20241019001153.mp4,0,Reverse empty harvesting,1612,1622,2024-10-19 08:38:47,2024-10-19 08:38:57,11,11
20241019001153.mp4,1,Straight empty harvesting,1623,1625,2024-10-19 08:38:58,2024-10-19 08:39:00,3,3
20241019004153.mp4,9,Unloading,177,206,2024-10-19 08:44:52,2024-10-19 08:45:21,30,30
20241019004153.mp4,4,Reverse transfer,207,224,2024-10-19 08:45:22,2024-10-19 08:45:39,18,18
20241019004153.mp4,8,Idling waiting,225,226,2024-10-19 08:45:40,2024-10-19 08:45:41,2,2
20241019004153.mp4,1,Straight empty harvesting,227,234,2024-10-19 08:45:42,2024-10-19 08:45:49,8,8
20241019004153.mp4,3,Full-load harvesting,235,237,2024-10-19 08:45:50,2024-10-19 08:45:52,3,3
20241019004153.mp4,8,Idling waiting,238,243,2024-10-19 08:45:53,2024-10-19 08:45:58,6,6
20241019004153.mp4,3,Full-load harvesting,244,384,2024-10-19 08:45:59,2024-10-19 08:48:19,141,141
20241019004153.mp4,0,Reverse empty harvesting,385,394,2024-10-19 08:48:20,2024-10-19 08:48:29,10,10
20241019004153.mp4,1,Straight empty harvesting,395,398,2024-10-19 08:48:30,2024-10-19 08:48:33,4,4
20241019004153.mp4,3,Full-load harvesting,399,430,2024-10-19 08:48:34,2024-10-19 08:49:05,32,32
20241019004153.mp4,2,Turning empty harvesting,431,435,2024-10-19 08:49:06,2024-10-19 08:49:10,5,5
20241019004153.mp4,0,Reverse empty harvesting,436,441,2024-10-19 08:49:11,2024-10-19 08:49:16,6,6
20241019004153.mp4,1,Straight empty harvesting,442,445,2024-10-19 08:49:17,2024-10-19 08:49:20,4,4
20241019004153.mp4,3,Full-load harvesting,446,462,2024-10-19 08:49:21,2024-10-19 08:49:37,17,17
20241019004153.mp4,0,Reverse empty harvesting,463,467,2024-10-19 08:49:38,2024-10-19 08:49:42,5,5
20241019004153.mp4,1,Straight empty harvesting,468,471,2024-10-19 08:49:43,2024-10-19 08:49:46,4,4
20241019004153.mp4,0,Reverse empty harvesting,472,493,2024-10-19 08:49:47,2024-10-19 08:50:08,22,22
20241019004153.mp4,1,Straight empty harvesting,494,496,2024-10-19 08:50:09,2024-10-19 08:50:11,3,3
20241019004153.mp4,3,Full-load harvesting,497,523,2024-10-19 08:50:12,2024-10-19 08:50:38,27,27
20241019004153.mp4,0,Reverse empty harvesting,524,529,2024-10-19 08:50:39,2024-10-19 08:50:44,6,6
20241019004153.mp4,1,Straight empty harvesting,530,531,2024-10-19 08:50:45,2024-10-19 08:50:46,2,2
20241019004153.mp4,3,Full-load harvesting,532,532,2024-10-19 08:50:47,2024-10-19 08:50:47,1,1
20241019004153.mp4,1,Straight empty harvesting,533,536,2024-10-19 08:50:48,2024-10-19 08:50:51,4,4
20241019004153.mp4,2,Turning empty harvesting,537,541,2024-10-19 08:50:52,2024-10-19 08:50:56,5,5
20241019004153.mp4,6,Turning transfer,542,545,2024-10-19 08:50:57,2024-10-19 08:51:00,4,4
20241019004153.mp4,4,Reverse transfer,546,549,2024-10-19 08:51:01,2024-10-19 08:51:04,4,4
20241019004153.mp4,8,Idling waiting,550,557,2024-10-19 08:51:05,2024-10-19 08:51:12,8,8
20241019004153.mp4,5,Straight transfer,558,562,2024-10-19 08:51:13,2024-10-19 08:51:17,5,5
20241019004153.mp4,8,Idling waiting,563,575,2024-10-19 08:51:18,2024-10-19 08:51:30,13,13
20241019004153.mp4,9,Unloading,576,630,2024-10-19 08:51:31,2024-10-19 08:52:25,55,55
20241019004153.mp4,4,Reverse transfer,631,632,2024-10-19 08:52:26,2024-10-19 08:52:27,2,2
20241019004153.mp4,5,Straight transfer,633,635,2024-10-19 08:52:28,2024-10-19 08:52:30,3,3
20241019004153.mp4,4,Reverse transfer,636,650,2024-10-19 08:52:31,2024-10-19 08:52:45,15,15
